id,created_at,settled_at,description,message,amount,status,category,parent_category,tags,transfer_account_id,transaction_type,raw_text
75a92fa7-6bc2-4e26-af53-f1a08dcb7508,2026-01-13T21:03:48+11:00,2026-01-13T21:03:48+11:00,Cover to 2Up Spending,,-95.00,SETTLED,,,,ef3ae91c-ccd2-41d7-a88f-6517b0eb5537,Transfer,Cover to 2Up Spending
23e981ed-2b56-4ff1-bff0-968f58106a4f,2026-01-13T21:03:31+11:00,2026-01-13T21:03:31+11:00,Round Up,,0.58,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d592856a-e337-46fd-a03d-f2d270dd390c,2026-01-13T21:03:13+11:00,2026-01-13T21:03:13+11:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
c85c7e00-072e-4264-a864-d69e0d530f3b,2026-01-13T18:21:23+11:00,2026-01-13T18:21:23+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
8cd2fcab-4449-4713-82c2-1d4d3195e718,2026-01-13T17:18:54+11:00,2026-01-13T17:18:54+11:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4c393146-985e-4296-9949-395fa377b1a3,2026-01-13T15:05:14+11:00,2026-01-13T15:05:14+11:00,Round Up,,0.62,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
8e29131b-1f94-43c7-90c1-ce37ca84f4c9,2026-01-13T15:02:23+11:00,2026-01-13T15:02:23+11:00,Round Up,,0.16,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
9685e8c7-1cc8-48b2-a04b-e2651cc44761,2026-01-13T15:00:13+11:00,2026-01-13T15:00:13+11:00,Round Up,,0.40,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c99710be-52cf-449e-bcc5-f1115da64be3,2026-01-13T14:53:23+11:00,2026-01-13T14:53:23+11:00,Round Up,,0.26,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
65faac1f-8c04-4e09-b36d-a2fec1e10d46,2026-01-13T12:17:40+11:00,2026-01-13T12:17:40+11:00,Round Up,,0.82,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
30c785e1-71dd-4a89-8444-43a867275830,2026-01-12T11:17:25+11:00,2026-01-12T11:17:25+11:00,Round Up,,0.70,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c3fafdb9-83d3-4716-ad4f-b211cb20a001,2026-01-12T05:05:35+11:00,2026-01-12T05:05:35+11:00,Round Up,,0.51,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
0ffca2c1-1c44-4a59-9a8c-94e12240d01a,2026-01-11T17:59:45+11:00,2026-01-11T17:59:45+11:00,Round Up,,0.24,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
5541bfc4-a581-4406-a6ee-c8cb558f1fb7,2026-01-11T12:57:30+11:00,2026-01-11T12:57:30+11:00,Transfer to 2Up Spending,rent jan 26,-1200.00,SETTLED,,,,ef3ae91c-ccd2-41d7-a88f-6517b0eb5537,Transfer,Transfer to 2Up Spending rent jan 26
db780403-afde-4ff7-9211-2da84f507ac3,2026-01-11T12:56:58+11:00,2026-01-11T12:56:58+11:00,Quick save transfer from Spending,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Quick save transfer from Spending
548184c6-7b01-46dc-a823-8933f8770c64,2026-01-10T17:52:43+11:00,2026-01-10T17:52:43+11:00,Round Up,,0.90,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4a878ebd-f21c-4400-aefb-1b7a917d87d3,2026-01-10T17:50:41+11:00,2026-01-10T17:50:41+11:00,Round Up,,0.10,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
38958382-6c6a-42d2-ac7b-a7d59f4884e8,2026-01-10T11:39:46+11:00,2026-01-10T11:39:46+11:00,Round Up,,0.10,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c1c29f88-189c-4b84-a705-2d93ae64dcfa,2026-01-10T11:15:52+11:00,2026-01-10T11:15:52+11:00,Round Up,,0.39,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
e39f0036-4d61-4e4e-8c72-3c7343fd84c2,2026-01-10T11:10:40+11:00,2026-01-10T11:10:40+11:00,Transfer to Spending,,-350.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
80311f21-4c26-46a9-9a7a-9cb1f64f139e,2026-01-09T13:24:56+11:00,2026-01-09T13:24:56+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
e45e2779-bc4b-457b-8d11-203d64f3dfc5,2026-01-09T10:57:56+11:00,2026-01-09T10:57:56+11:00,Round Up,,0.65,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
39b96810-aace-4e20-be8c-72e8b83595d2,2026-01-09T10:22:04+11:00,2026-01-09T10:22:04+11:00,Round Up,,0.77,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c3c90513-202d-4610-af30-abc8848eeb23,2026-01-09T10:06:57+11:00,2026-01-09T10:06:57+11:00,Round Up,,0.90,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
06ee2667-77b7-4604-8617-0294d3491bb3,2026-01-07T15:26:47+11:00,2026-01-07T15:26:47+11:00,Round Up,,0.85,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
7060b6a7-39aa-49f5-90a3-b21880b8e70d,2026-01-06T20:04:07+11:00,2026-01-06T20:04:07+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
9393f9c2-76ed-4ed1-90fd-a31bf7b7a20f,2026-01-06T15:43:53+11:00,2026-01-06T15:43:53+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
51844e97-723c-441b-9e2b-06c774bf42ff,2026-01-06T15:41:02+11:00,2026-01-06T15:41:02+11:00,Round Up,,0.77,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d6c80f83-1e36-42aa-8e54-2ca3dafcaec6,2026-01-06T14:58:16+11:00,2026-01-06T14:58:16+11:00,Round Up,,0.25,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
d3071666-b979-408c-bf70-a2c0e0466c13,2026-01-06T13:08:54+11:00,2026-01-06T13:08:54+11:00,Round Up,,0.62,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
7044d8e9-0328-48a9-b7a2-fe2b838001b3,2026-01-06T13:04:46+11:00,2026-01-06T13:04:46+11:00,Transfer to Spending,,-200.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
008d6227-eda5-4b99-b065-ef7270f2c163,2026-01-05T17:55:45+11:00,2026-01-05T17:55:45+11:00,Round Up,,0.10,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
ca2351f7-6813-4af5-9c6b-fcb30b100b7a,2026-01-05T16:15:19+11:00,2026-01-05T16:15:19+11:00,Round Up,,0.34,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
2245ea16-319f-4971-b33c-f62e38a3c909,2026-01-05T16:09:39+11:00,2026-01-05T16:09:39+11:00,Transfer to Spending,,-150.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
656cee5e-471d-4671-ac16-ce0560dbe700,2026-01-05T09:12:49+11:00,2026-01-05T09:12:49+11:00,Transfer to 2Up Spending,,-110.00,SETTLED,,,,ef3ae91c-ccd2-41d7-a88f-6517b0eb5537,Transfer,Transfer to 2Up Spending
3adb676f-463b-4399-b2f6-a66aa3f69623,2026-01-05T03:41:27+11:00,2026-01-05T03:41:27+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
bfa041db-cfae-4246-8f57-73b4f32ca5cb,2026-01-04T14:33:35+11:00,2026-01-04T14:33:35+11:00,Round Up,,0.60,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c523838e-ac11-4c01-a57c-adf8f8234298,2026-01-04T14:28:16+11:00,2026-01-04T14:28:16+11:00,Round Up,,0.73,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
02ed4742-589d-4a03-80c9-fae39d9ef076,2026-01-04T14:28:05+11:00,2026-01-04T14:28:05+11:00,Transfer to Spending,,-150.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
666ac581-b135-42ee-87aa-06d4cfb45f80,2026-01-04T14:10:54+11:00,2026-01-04T14:10:54+11:00,Round Up,,0.99,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
58c0a402-ce8c-4908-af5a-2ea5c600c5de,2026-01-04T13:56:53+11:00,2026-01-04T13:56:53+11:00,Round Up,,0.14,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
1abd890b-abb6-4dcf-9a0d-2b18af82598b,2026-01-04T03:08:28+11:00,2026-01-04T03:08:28+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
46bf2154-9a47-47d1-b651-9667bf90f14b,2026-01-03T22:56:01+11:00,2026-01-03T22:56:01+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
37fac660-2d3c-4498-a847-6eb8f8e720a9,2026-01-03T18:43:41+11:00,2026-01-03T18:43:41+11:00,Round Up,,0.84,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
f43f8064-3ae7-482d-b864-74fcfa987667,2026-01-03T18:36:50+11:00,2026-01-03T18:36:50+11:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
544986cf-104e-4414-abaf-d93960321a96,2026-01-03T14:11:04+11:00,2026-01-03T14:11:04+11:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4ed66920-6c99-4335-86db-f394cb4a7f82,2026-01-01T17:58:36+11:00,2026-01-01T17:58:36+11:00,Round Up,,0.20,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
41e0a2dc-d7ce-4ff1-b329-e976b1af6bb3,2026-01-01T08:07:12+11:00,2026-01-01T08:07:12+11:00,Forward from Grow,,56.78,SETTLED,,,,e8e94cbf-4e7b-4bdc-ad93-11665899d022,Transfer,Forward from Grow
b501b203-a99f-4c5d-aa1a-9e4c70826c3c,2026-01-01T08:03:29+11:00,2026-01-01T08:03:29+11:00,Interest,,18.17,SETTLED,,,,,Interest,Interest
6f25c0e6-462f-4b96-ae7b-e3445fd5c958,2025-12-31T17:44:39+11:00,2025-12-31T17:44:39+11:00,Round Up,,0.55,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
1d597166-94e3-4739-9efa-ab312ee1100f,2025-12-31T17:38:27+11:00,2025-12-31T17:38:27+11:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
b5b29dd2-75e2-456b-84c2-2c166807d177,2025-12-31T14:41:08+11:00,2025-12-31T14:41:08+11:00,Round Up,,0.69,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
6266c72c-4ade-4cc8-abe9-c494ec954cdf,2025-12-31T11:22:45+11:00,2025-12-31T11:22:45+11:00,Round Up,,0.66,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
5f71174b-8e58-4703-b34e-1eda0b003714,2025-12-30T16:19:32+11:00,2025-12-30T16:19:32+11:00,Round Up,,0.29,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4076edac-4588-464b-86af-5b931c85a7be,2025-12-30T16:09:04+11:00,2025-12-30T16:09:04+11:00,Transfer to Spending,,-200.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
279b0f1c-1d7b-40c3-a2d4-53fd6ed41193,2025-12-29T19:15:38+11:00,2025-12-29T19:15:38+11:00,Round Up,,0.75,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
f1e4b5f6-cb22-4a4c-87ff-f17a1a5b9b5a,2025-12-29T14:26:43+11:00,2025-12-29T14:26:43+11:00,Round Up,,0.68,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
6880ba73-8080-4965-bf66-9b53bf8f5e9c,2025-12-29T14:25:33+11:00,2025-12-29T14:25:33+11:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
3409a842-2010-48c3-a487-fa3a5b9fa1a7,2025-12-29T09:23:04+11:00,2025-12-29T09:23:04+11:00,Round Up,,0.67,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
61208b7c-7a5d-45de-9603-c00b50ec6235,2025-12-28T20:36:14+11:00,2025-12-28T20:36:14+11:00,Round Up,,0.41,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
68976711-84c6-4565-b8a9-6de7dcc69169,2025-12-28T20:01:05+11:00,2025-12-28T20:01:05+11:00,John Symons,🚗,-170.00,SETTLED,,,,,Payment,John Symons 🚗
6f20f9e8-6d3a-495d-a18e-2497daef3658,2025-12-28T18:05:57+11:00,2025-12-28T18:05:57+11:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
3914da7b-8066-4910-8849-380b6e861c5e,2025-12-28T11:10:41+11:00,2025-12-28T11:10:41+11:00,Round Up,,0.12,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c3027620-e920-4876-b290-f0f4c1be62dd,2025-12-28T11:08:24+11:00,2025-12-28T11:08:24+11:00,Transfer to Spending,,-200.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
4a0044a7-5da5-4d4a-9953-7dca5103f43e,2025-12-28T10:45:52+11:00,2025-12-28T10:45:52+11:00,Round Up,,0.05,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
408a6113-45c6-464e-adbf-6a670a2dc4c8,2025-12-28T10:43:22+11:00,2025-12-28T10:43:22+11:00,Transfer to Spending,,-100.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
1f328cfd-062c-47dc-af62-bb01dc1566b3,2025-12-26T19:45:54+11:00,2025-12-26T19:45:54+11:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
65b7a3c2-6bb0-4170-9895-4a622b4834bb,2025-12-25T09:26:53+11:00,2025-12-25T09:26:53+11:00,Round Up,,0.59,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
e9f9eed2-9890-40f5-b93b-a6e91e14edd2,2025-12-24T17:15:54+11:00,2025-12-24T17:15:54+11:00,Round Up,,0.05,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
4153fb71-ae49-4940-9cae-34d865da20e6,2025-12-24T17:02:26+11:00,2025-12-24T17:02:26+11:00,Round Up,,0.70,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
ff8b0d20-25e7-4e7e-a5e3-96bb911128b4,2025-12-24T16:55:41+11:00,2025-12-24T16:55:41+11:00,Round Up,,0.03,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
0e684da0-567f-44fc-b7cf-2448589d67ef,2025-12-24T16:36:10+11:00,2025-12-24T16:36:10+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
cf624e26-2c1b-41aa-a2f2-0ff97205c9e4,2025-12-24T11:21:53+11:00,2025-12-24T11:21:53+11:00,Round Up,,0.57,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
697fd76b-2c93-4cd9-af78-cce068c90ace,2025-12-24T10:59:04+11:00,2025-12-24T10:59:04+11:00,Round Up,,0.39,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
acd4cb6a-b98e-4e32-9dff-65ab1fac8272,2025-12-23T20:48:34+11:00,2025-12-23T20:48:34+11:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
3fbd70ac-5d9c-487a-9c6d-3b8dd2423bed,2025-12-23T20:33:26+11:00,2025-12-23T20:33:26+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
728f354b-bbe6-4c7a-aa52-82beae530bbf,2025-12-23T18:27:31+11:00,2025-12-23T18:27:31+11:00,Round Up,,0.66,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
88b57c5c-4bcd-4792-bc19-fbe299413318,2025-12-23T17:53:24+11:00,2025-12-23T17:53:24+11:00,Round Up,,0.60,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
53ae4c69-e030-4671-abb7-4052a8e4332e,2025-12-23T17:52:40+11:00,2025-12-23T17:52:40+11:00,Round Up,,0.01,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
aa3dd1ff-f760-47dc-bb9f-438c8b141a24,2025-12-23T14:36:21+11:00,2025-12-23T14:36:21+11:00,Round Up,,0.75,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
804435ff-124f-44a1-a3ec-ed1a742807a7,2025-12-23T13:23:41+11:00,2025-12-23T13:23:41+11:00,Round Up,,0.61,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
24dfc7d5-c9fe-4a5b-9bb4-8f473864942e,2025-12-23T09:42:44+11:00,2025-12-23T09:42:44+11:00,Round Up,,0.67,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c22e8944-b152-47aa-831f-a27bf7b34cb8,2025-12-21T13:46:06+11:00,2025-12-21T13:46:06+11:00,Round Up,,0.72,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
1ecab35b-2593-4e55-bbd0-3ca7f4ea5a7d,2025-12-20T16:49:15+11:00,2025-12-20T16:49:15+11:00,Round Up,,0.52,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
22545bed-50cc-4158-83a9-c90114acf575,2025-12-20T16:41:44+11:00,2025-12-20T16:41:44+11:00,Round Up,,0.90,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
8633ea89-10ea-48b5-9d94-10e61a064205,2025-12-20T16:41:38+11:00,2025-12-20T16:41:38+11:00,Round Up,,0.29,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
3ac70f7f-d0b0-4372-a2bd-8cd5ebba9dee,2025-12-20T16:41:35+11:00,2025-12-20T16:41:35+11:00,Round Up,,0.02,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
86c20cd7-5c63-4f69-a6c7-f083af88cf92,2025-12-20T00:58:46+11:00,2025-12-20T00:58:46+11:00,Round Up,,0.89,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
a4db776b-071a-4183-84c7-c981914c222e,2025-12-19T23:21:05+11:00,2025-12-19T23:21:05+11:00,Round Up,,0.13,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
2e8dbe53-1de7-42c9-9715-590b0dfb9862,2025-12-19T13:16:14+11:00,2025-12-19T13:16:14+11:00,Round Up,,0.46,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
376d5168-79c6-441f-90dd-12f471888730,2025-12-19T13:16:13+11:00,2025-12-19T13:16:13+11:00,Round Up,,0.02,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
23a3a9a8-56a2-48af-9be9-c835c360ebd2,2025-12-19T12:58:24+11:00,2025-12-19T12:58:24+11:00,Transfer to Spending,,-60.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
098a4f5d-1261-4193-a1e8-41483f0f2e06,2025-12-19T12:49:24+11:00,2025-12-19T12:49:24+11:00,Transfer to Spending,,-200.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
d74012d3-7e44-4cb5-b101-1fd3877b8cce,2025-12-19T12:48:13+11:00,2025-12-19T12:48:13+11:00,Quick save transfer from Spending,,0.58,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Quick save transfer from Spending
99e450e2-572e-467b-ad5b-4261ef44ccc9,2025-12-18T20:23:59+11:00,2025-12-18T20:23:59+11:00,Transfer to Spending,,-230.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
76dda67e-452c-4b18-8bfd-6eb1c6611dd3,2025-12-18T12:03:00+11:00,2025-12-18T12:03:00+11:00,Round Up,,0.06,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
48d48420-af8d-405d-9fdb-c8631e614b2d,2025-12-18T11:48:31+11:00,2025-12-18T11:48:31+11:00,Round Up,,0.15,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
8e88fd0e-9277-412e-b746-c8bfd5a07e5d,2025-12-18T11:48:24+11:00,2025-12-18T11:48:24+11:00,Transfer to Spending,,-30.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
247ba228-14d2-4d32-b45b-4d5b40313c84,2025-12-18T11:41:00+11:00,2025-12-18T11:41:00+11:00,Round Up,,0.53,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
2bb8bc58-7e94-481d-b0e7-489dc7519651,2025-12-18T11:37:38+11:00,2025-12-18T11:37:38+11:00,Transfer to Spending,,-150.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
770e3f95-1bb0-4317-8c14-cb28dcab7bfd,2025-12-18T01:39:56+11:00,2025-12-18T01:39:56+11:00,Transfer to Spending,,-20.16,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
a6aa09bd-d031-4b12-b48f-1178981eb5f4,2025-12-17T17:28:42+11:00,2025-12-17T17:28:42+11:00,Round Up,,0.20,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
88504fe5-7db4-4a41-96b7-eb49f3edc11e,2025-12-17T17:23:08+11:00,2025-12-17T17:23:08+11:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
b4cf5430-e5aa-43a8-bd9e-d6c6ad826950,2025-12-17T17:20:24+11:00,2025-12-17T17:20:24+11:00,Round Up,,0.38,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c0b2cb45-3f48-47db-bfb5-66236acf4577,2025-12-17T17:06:51+11:00,2025-12-17T17:06:51+11:00,Round Up,,0.03,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
25f49a01-a414-4902-a18f-610c355f4704,2025-12-17T17:00:22+11:00,2025-12-17T17:00:22+11:00,Transfer to Spending,,-50.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
b0e8b9a9-dd08-4064-809c-06d5ce0ba69f,2025-12-17T16:47:00+11:00,2025-12-17T16:47:00+11:00,Round Up,,0.90,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
9d89faff-6111-4f05-b9aa-53b37687cf22,2025-12-17T16:16:21+11:00,2025-12-17T16:16:21+11:00,Transfer to Spending,,-50.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
fb7bd267-6716-45a0-bd9d-ec5176b0f1d8,2025-12-17T16:13:14+11:00,2025-12-17T16:13:14+11:00,Round Up,,0.61,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
9cf6b664-dbbc-4688-8f06-39448a32e386,2025-12-17T16:13:08+11:00,2025-12-17T16:13:08+11:00,Round Up,,0.64,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
c09e73cb-fdc6-49a3-880d-d72c6cebf330,2025-12-17T14:44:41+11:00,2025-12-17T14:44:41+11:00,Transfer to Spending,,-150.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
f578564b-c514-403a-95d7-28c003622b9e,2025-12-17T13:26:37+11:00,2025-12-17T13:26:37+11:00,Round Up,,0.50,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
bcc83dba-46d9-4963-a866-399df502c758,2025-12-17T13:09:31+11:00,2025-12-17T13:09:31+11:00,Transfer to Spending,,-80.00,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Transfer,Transfer to Spending
f5130962-5215-44c2-bc64-ff6527957935,2025-12-17T12:56:18+11:00,2025-12-17T12:56:18+11:00,Transfer to 2Up Spending,,-78.50,SETTLED,,,,ef3ae91c-ccd2-41d7-a88f-6517b0eb5537,Transfer,Transfer to 2Up Spending
6973d29f-8338-4146-8ac6-477c189b3030,2025-12-16T17:34:39+11:00,2025-12-16T17:34:39+11:00,Round Up,,0.37,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
8fdbb0df-0eea-4a6c-9510-86e44cd091ec,2025-12-16T14:33:33+11:00,2025-12-16T14:33:33+11:00,Round Up,,0.10,SETTLED,,,,10c96e48-55c5-41d7-8fa1-2338d42a4352,Round Up,Round Up
